ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW	10.9386
ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option	12.9261
ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend	10.0122
ICICI Prudential Banking and PSU Debt Fund Retail Growth	21.631
ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend	10.3305
Invesco India Banking and PSU Fund - Daily IDCW (Reinvestment)	1051.3191
Invesco India Banking and PSU Fund - Direct Plan -  Growth Option	2455.5823
Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment)	1064.4638
Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1013.8299
Invesco India Banking and PSU Fund - Growth Option	2291.6951
Invesco India Banking and PSU Fund - Monthly IDCW (Payout / Reinvestment)	1064.4143
ITI Banking & PSU Debt Fund - Direct Plan - Growth Option	13.5500
ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option	13.5515
ITI Banking & PSU Debt Fund - Regular Plan - Growth Option	13.1885
ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option	13.1896
Kotak Banking and PSU Debt - Growth	66.0782
Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option	12.4145
Kotak Banking and PSU Debt Direct - Annual Dividend	17.1427
Kotak Banking and PSU Debt Direct - Growth	68.9009
Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option	10.2543
LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW	14.3144
LIC MF Banking & PSU Fund-Direct Plan-Growth	38.023
LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW	14.3199
LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW	10.0536
LIC MF Banking & PSU Fund-Regular Plan-Daily IDCW	11.299
LIC MF Banking & PSU Fund-Regular Plan-Growth	35.2172
LIC MF Banking & PSU Fund-Regular Plan-Monthly IDCW	13.1805
LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW	10.386
Mirae Asset Banking and PSU Fund - Direct Plan - Growth	13.3966
Mirae Asset Banking and PSU Fund - Direct Plan - IDCW	13.3916
Mirae Asset Banking and PSU Fund - Regular Plan - Growth	13.0909
Mirae Asset Banking and PSU Fund - Regular plan - IDCW	13.0920
NIPPON INDIA BANKING and PSU  FUND - Direct Plan - IDCW Option	21.7885
NIPPON INDIA BANKING and PSU  FUND - WEEKLY IDCW Option	10.3543
Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option	21.7885
NIPPON INDIA BANKING and PSU FUND - Direct Plan - MONTHLY IDCW Option	10.7635
NIPPON INDIA BANKING and PSU FUND - Direct Plan - QUARTERLY IDCW Option	10.8319
NIPPON INDIA BANKING and PSU FUND - Direct Plan - WEEKLY IDCW Option	10.3537
NIPPON INDIA BANKING and PSU FUND - IDCW Option	20.9778
NIPPON INDIA BANKING and PSU FUND - MONTHLY IDCW Option	10.6895
NIPPON INDIA BANKING and PSU FUND - QUARTERLY IDCW Option	10.7733
Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option	21.7884
Nippon India Banking and PSU Fund- Growth Plan- Bonus Option	12.3452
Nippon India Banking and PSU Fund- Growth Plan- Growth Option	20.9778
SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1477.8344
SBI BANKING & PSU FUND - Direct Plan - Growth	3355.1112
SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1309.4953
SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1474.5521
SBI BANKING & PSU FUND - Regular Paln - Growth	3154.4381
SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1439.1418
SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1226.3866
SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1438.7983
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth	11.7065
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Monthly Dividend	11.4008
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Dividend	10.6356
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus	11.6319
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Daily Dividend Reinvestment	11.6582
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Growth	11.6493
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Monthly Dividend	11.1411
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus	11.1681
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Dividend	11.0236
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Weekly Dividend	10.1418
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus	21.8981
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.2300
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth	44.2426
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	11.8166
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus	21.7644
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.3550
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth	43.6095
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	11.8580
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.1035
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth	35.6206
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	11.4908
TRUSTMF BANKING & PSU FUND - DIRECT GROWTH	1315.5967
TRUSTMF BANKING & PSU FUND - REGULAR GROWTH	1285.4601
TRUSTMF BANKING & PSU FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1153.9789
TRUSTMF BANKING & PSU FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1310.5395
TRUSTMF BANKING & PSU FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1147.3266
TRUSTMF BANKING & PSU FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1169.6657
TRUSTMF BANKING & PSU FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1125.0471
TRUSTMF BANKING & PSU FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1125.3986
TRUSTMF BANKING & PSU FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1233.9917
TRUSTMF BANKING & PSU FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1126.7049
TRUSTMF BANKING & PSU FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1142.8272
TRUSTMF BANKING & PSU FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1107.4052
UTI Banking & PSU Fund - Direct Plan - Annual IDCW	13.3849
UTI Banking & PSU Fund - Direct Plan - Flexi IDCW	19.5173
UTI Banking & PSU Fund - Direct Plan - Growth Option	22.649
UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW	15.0293
UTI Banking & PSU Fund - Direct Plan - Monthly IDCW	13.5185
UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW	16.8573
UTI Banking & PSU Fund - Regular Plan - Annual IDCW	13.1327
UTI Banking & PSU Fund - Regular Plan - Flexi IDCW	14.9259
UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW	14.8633
UTI Banking & PSU Fund - Regular Plan - Monthly IDCW	13.2862
UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW	15.274
UTI Banking & PSU Fund- Regular Plan - Growth Option	22.2572
Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan	116.0479
Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan	114.0647
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW	10.8074
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW	12.8066
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW	12.1334
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW	12.6046
Axis Corporate Bond Fund - Direct Plan - Daily IDCW	10.2348
Axis Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2383
Axis Corporate Bond Fund - Direct Plan - Regular IDCW	14.3149
Axis Corporate Bond Fund - Direct Plan - Weekly IDCW	10.3753
Axis Corporate Bond Fund - Direct Plan Growth	18.3488
Axis Corporate Bond Fund - Regular Plan - Daily IDCW	10.2347
Axis Corporate Bond Fund - Regular Plan - Monthly IDCW	10.2280
Axis Corporate Bond Fund - Regular Plan - Regular IDCW	13.3777
Axis Corporate Bond Fund - Regular Plan - Weekly IDCW	10.2565
Axis Corporate Bond Fund - Regular Plan Growth	17.3148
BANDHAN Corporate Bond Fund - Direct Annual IDCW	10.6469
BANDHAN Corporate Bond Fund - Direct Growth	20.0625
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW	11.9654
BANDHAN Corporate Bond Fund - Direct Monthly IDCW	10.3751
BANDHAN Corporate Bond Fund - Direct Periodic IDCW	13.3101
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW	10.6743
BANDHAN Corporate Bond Fund - Regular Annual IDCW	10.6238
BANDHAN Corporate Bond Fund - Regular Growth	19.4696
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW	11.3150
BANDHAN Corporate Bond Fund - Regular Monthly IDCW	10.6248
BANDHAN Corporate Bond Fund - Regular Periodic IDCW	13.1252
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW	10.7042
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option	11.6214
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option	32.2848
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option	10.4429
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option	10.5560
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option	11.8749
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option	29.6255
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.6195
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.7775
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	11.5462
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	27.8938
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.4845
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.5770
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	23.5140
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.5215
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	21.9151
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.6871
DSP Corporate Bond Fund - Direct - Growth	16.4945
DSP Corporate Bond Fund - Direct - IDCW	11.6641
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.6021
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.455
DSP Corporate Bond Fund - Regular - Growth	16.2028
DSP Corporate Bond Fund - Regular - IDCW	11.6277
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.5778
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.7974
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	109.5535
Franklin India Corporate Debt Fund - Growth	101.0384
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	17.2484
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	19.3910
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	15.3782
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	17.3004
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.9270
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	13.0380
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	15.3953
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	12.2176
HDFC Corporate Bond Fund - Growth Option	32.8937
HDFC Corporate Bond Fund - Growth Option - Direct Plan	33.6302
HDFC Corporate Bond Fund - IDCW Option	19.9128
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	20.6062
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.5228
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.4243
HSBC Corporate Bond Fund - Direct Annual IDCW	12.1569
HSBC Corporate Bond Fund - Direct Growth	79.0316
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.5845
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.645
HSBC Corporate Bond Fund - Regular Annual IDCW	11.8904
HSBC Corporate Bond Fund - Regular Growth	74.1603
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.1721
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	17.2523
HSBC Corporate Bond Fund -Regular Plan - Bonus	28.17
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	31.6944
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2669
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.3924
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	30.2433
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.4209
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	11.1281
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)	1987.3093
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1271.3052
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	3452.3861
Invesco India Corporate Bond Fund - Direct Plan - Growth	3451.2843
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1259.3328
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1160.2766
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)	3380.1443
Invesco India Corporate Bond Fund - Growth	3217.8152
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)	1844.3449
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)	1155.2388
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	3995.9329
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1073.0706
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3824.1956
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1245.7756
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option	1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option	1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option	1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option	1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option	1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option	1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan	13.1686
Mirae Asset Corporate Bond Fund Direct IDCW	13.1656
Mirae Asset Corporate Bond Fund Regular Growth	12.9099
Mirae Asset Corporate Bond Fund Regular IDCW	12.9099
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option	17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option	17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option	20.2286
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.8062
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	12.1130
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.1127
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	45.5775
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	63.8382
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	43.4113
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	60.7837
NIPPON INDIA CORPORATE BOND FUND - IDCW Option	19.4735
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.6690
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	11.9602
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.1060
PGIM India Corporate Bond Fund - Annual Dividend	10.6144
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.3307
PGIM India Corporate Bond Fund - Direct Plan - Growth	48.7147
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0563
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	13.134
PGIM India Corporate Bond Fund - Growth	43.6613
PGIM India Corporate Bond Fund - Monthly Dividend	12.9226
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth	21.588
